172647.9873935485,-5567760.4714700645,-4271992.4130709935
129284.12255764107,-5728751.097593587,-4054590.581536748
85723.39899655723,-5881021.236115372,-3830999.803975654
42032.173710669704,-6024335.330256928,-3601559.615853138
-1723.0907869508444,-6158471.866286683,-3366618.0491570686
-45475.736278054275,-6283223.060622424,-3126532.093781225
-89159.06038444537,-6398395.384223192,-2881666.9137827894
-132706.42041373643,-6503809.891536202,-2632395.2926089717
-176051.3376908102,-6599302.527297504,-2379097.062652274
-219127.60196886395,-6684724.409797365,-2122158.521239381
-261869.37609129807,-6759942.090595604,-1861971.8318497313
-304211.3000392139,-6824837.788593339,-1598934.415518743
-346088.5949598852,-6879309.599357195,-1333448.3287316018
-387437.1663223938,-6923271.677804652,-1065919.6327964193
-428193.75098757993,-6956654.425315539,-796757.4558390296
-468295.8388999292,-6979404.482653537,-526374.537928869
-507682.0437177491,-6991485.052763158,-255184.79054895672
-546292.0202919878,-6992875.814441739,16396.172116336937
-584066.6069781634,-6983573.010016105,287951.99230545
-620947.9205359842,-6963589.46178567,559066.2324766021
-656879.4491509234,-6932954.55979645,829323.0415885464
-691806.1428147431,-6891714.2211949695,1098307.8183409069
-725674.5015638238,-6839930.8208556315,1365607.8750495398
-758432.6608451643,-6777683.093750303,1630813.096742808
-790030.4740524528,-6705066.009270388,1893516.5956537616
-820419.5922366682,-6622190.617321803,2153315.361228191
-849553.5718950209,-6529183.7591647385,2409811.182306634
-877387.8206316214,-6426188.282065048,2662610.14943467
-903879.8603192691,-6313362.187180516,2911324.9815567723
-928989.262826188,-6190878.76997896,3155574.4988279147
-952677.7454415397,-6058926.237465963,3394984.5086854356
-974909.2295431553,-5917707.398670478,3629188.3923965795
-995649.8955481625,-5767439.330755559,3857827.678663848
-1014868.2337797553,-5608353.023312051,4080552.6002969374
-1032535.0914413987,-5440693.000355528,4297022.635550566
-1048623.715618788,-5264716.920663448,4506907.033213812
-1063109.792055848,-5080695.15957249,4709885.3179463465
-1075971.4799990884,-4888910.370131253,4905647.779080552
-1087189.454328697,-4689656.80263934,5093896.143024816
-1096746.8842678312,-4483240.721670126,5274343.197175753
-1104629.530334353,-4269978.593045446,5446714.4690192845
-1110825.7111699483,-4050197.4534842637,5610747.791915242
-1115326.3311102649,-3824234.175922168,5766193.903995607
-1118124.890393919,-3592434.937442626,5912816.813500988
-1119217.4913299256,-3355154.675900018,6050394.141661817
-1118602.8404975475,-3112756.534957718,6178717.443792822
-1116282.247013156,-2865611.299601467,6297592.507715246
-1112259.6169035202,-2614096.8209734145,6406839.630410522
-1106541.443665436,-2358597.435107374,6506293.870963845
-1099136.7950426694,-2099503.3725200184,6595805.281675896
-1090057.285102471,-1837209.8694962414,6675239.198498878
-1079317.0956992784,-1572117.7310994768,6744476.085590305
-1066932.8920008512,-1304630.9823186558,6803412.225271046
-1052923.8330959107,-1035157.4142026043,6851959.4948883355
-1037311.5317081417,-764107.681371453,6890045.576970365
-1020120.0196090535,-491894.68496416433,6917614.053272794
-1001375.7096946517,-218932.95386046512,6934624.476075584
-981107.3547772233,54361.975304154425,6941052.416807628
-959346.0032011984,327574.1780126012,6936889.492046862
-936124.9512303199,600287.9624635028,6922143.36697951
-911479.6924096484,872088.4882662083,6896837.736319048
-885447.8639182914,1142562.3833711592,6861012.2828723425
-858069.1587898523,1411298.6563675408,6814722.556559875
-829385.3891370114,1677888.1197234527,6758040.104848736
-799440.2418741622,1941925.7832885166,6691052.056867658
-768279.333244763,2203010.2665096032,6613861.186118525
-735950.111395019,2460744.6952894046,6526585.712393676
-702501.7858727244,2714737.2945866985,6429359.127211439
-667985.2544398386,2964601.975322653,6322329.997039184
-632453.0275028103,3209958.9130283943,6205661.74504806
-595959.15004334,3450435.119011726,6079532.411000449
-558559.1212982788,3685665.0020697434,5944134.389948037
-520309.8119575678,3915290.922003757,5799674.148801886
-481269.3795394822,4138963.7305167196,5646371.923010662
-441497.1369715457,4356343.5398712335,5484461.20731396
-401053.640544364,4567099.286603303,5314189.136191377
-360000.33518619445,4770910.680313859,5135815.043242846
-318399.6371744636,4967467.726859779,4949610.782251881
-276314.79631014937,5156471.450327877,4755860.1467502285
-233809.80049113996,5337634.354121901,4554858.446147484
-190949.27853884356,5510680.867444439,4346912.061454864
-147798.40204209328,5675347.77341751,4132337.9839423513
-104422.78600527863,5831384.61963776,3911463.3356708926
-60888.38866101191,5978554.109484296,3684624.8735264814
-17261.410348016325,6116632.474298442,3452168.4761288245
26391.808073064596,6245409.824522331,3214448.615911301
70004.93546012901,6364690.60631432,2971827.5453832163
113511.55976556095,6474293.392301986,2724675.819381923
156845.58017658204,6574051.959287113,2473370.1133998227
199941.1160642952,6663815.011070818,2218293.7116502854
242732.65754833052,6743446.554319955,1959835.6467326959
285155.1667985872,6812826.1115453765,1698390.0979349213
327144.1790873884,6871848.909912548,1434355.778075501
368635.90274204675,6920426.04407566,1168135.3138991091
409567.3180674689,6958484.613252749,900134.619660725
449876.2751694399,6985967.832263475,630762.2642464351
489501.59019736515,7002835.115946676,360428.83491357195
528383.1400691213,7009062.1370566785,89546.29727050773
566461.9969806154,7004640.846623366,-181472.94584414663
603680.3517835509,6989579.509708066,-452215.49776471773
