OBJECT_NAME	OBJECT_ID	NA	OBJECT_TYPE	OPS_STATUS_CODE	OWNER
ELISA W23	2011076C	11076C	PAY	+	FR
ELISA E12	2011076D	11076D	PAY	+	FR
SSOT	2011076E	11076E	PAY	+	CHLE
PLEIADES 1A	2011076F	11076F	PAY	+	FR
ASAP-S	2011076G	11076G	UNK	NA	FR
NIGCOMSAT 1R	2011077A	11077A	PAY	+	NIG
CZ-3B R/B	2011077B	11077B	R/B	NA	PRC
IRIDIUM 33 DEB	1997051YC	97051YC	DEB	NA	US
IRIDIUM 33 DEB	1997051YD	97051YD	DEB	NA	US
IRIDIUM 33 DEB	1997051YE	97051YE	DEB	D	US
IRIDIUM 33 DEB	1997051YF	97051YF	DEB	NA	US
IRIDIUM 33 DEB	1997051YG	97051YG	DEB	NA	US
IRIDIUM 33 DEB	1997051YH	97051YH	DEB	D	US
IRIDIUM 33 DEB	1997051YJ	97051YJ	DEB	NA	US
IRIDIUM 33 DEB	1997051YK	97051YK	DEB	NA	US
IRIDIUM 33 DEB	1997051YL	97051YL	DEB	NA	US
IRIDIUM 33 DEB	1997051YM	97051YM	DEB	NA	US
IRIDIUM 33 DEB	1997051YN	97051YN	DEB	D	US
IRIDIUM 33 DEB	1997051YP	97051YP	DEB	NA	US
IRIDIUM 33 DEB	1997051YQ	97051YQ	DEB	NA	US
IRIDIUM 33 DEB	1997051YR	97051YR	DEB	D	US
IRIDIUM 33 DEB	1997051YS	97051YS	DEB	NA	US
IRIDIUM 33 DEB	1997051YT	97051YT	DEB	D	US
IRIDIUM 33 DEB	1997051YU	97051YU	DEB	D	US
IRIDIUM 33 DEB	1997051YV	97051YV	DEB	NA	US
IRIDIUM 33 DEB	1997051YW	97051YW	DEB	D	US
IRIDIUM 33 DEB	1997051YX	97051YX	DEB	D	US
SOYUZ-TMA 03M	2011078A	11078A	PAY	D	CIS
SL-4 R/B	2011078B	11078B	R/B	D	CIS
ZIYUAN 1-02C (ZY 1-02C)	2011079A	11079A	PAY	+	PRC
CZ-4B R/B	2011079B	11079B	R/B	NA	PRC
GLOBALSTAR M084	2011080A	11080A	PAY	+	GLOB
GLOBALSTAR M080	2011080B	11080B	PAY	+	GLOB
GLOBALSTAR M082	2011080C	11080C	PAY	+	GLOB
GLOBALSTAR M092	2011080D	11080D	PAY	+	GLOB
GLOBALSTAR M090	2011080E	11080E	PAY	+	GLOB
GLOBALSTAR M086	2011080F	11080F	PAY	+	GLOB
ZIYUAN 3-1 (ZY 3-1)	2012001A	12001A	PAY	+	PRC
VESSELSAT 2	2012001B	12001B	PAY	D	LUXE
CZ-4B R/B	2012001C	12001C	R/B	D	PRC
FENGYUN 2F	2012002A	12002A	PAY	+	PRC
CZ-3A R/B	2012002B	12002B	R/B	NA	PRC
CHIBIS-M	2011062C	11062C	PAY	D	CIS
COSMOS 2251 DEB	1993036BRJ	93036BRJ	DEB	D	CIS
COSMOS 2251 DEB	1993036BRK	93036BRK	DEB	D	CIS
COSMOS 2251 DEB	1993036BRL	93036BRL	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRM	93036BRM	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRN	93036BRN	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRP	93036BRP	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRQ	93036BRQ	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRR	93036BRR	DEB	D	CIS
COSMOS 2251 DEB	1993036BRS	93036BRS	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRT	93036BRT	DEB	D	CIS
COSMOS 2251 DEB	1993036BRU	93036BRU	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRV	93036BRV	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRW	93036BRW	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRX	93036BRX	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRY	93036BRY	DEB	NA	CIS
COSMOS 2251 DEB	1993036BRZ	93036BRZ	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSA	93036BSA	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSB	93036BSB	DEB	NA	CIS
WGS F4 (USA 233)	2012003A	12003A	PAY	+	US
DELTA 4 R/B	2012003B	12003B	R/B	NA	US
FENGYUN 2F AKM	2012002C	12002C	R/B	NA	PRC
PROGRESS-M 14M	2012004A	12004A	PAY	D	CIS
SL-4 R/B	2012004B	12004B	R/B	D	CIS
NAVID	2012005A	12005A	PAY	D	IRAN
SAFIR 2 R/B	2012005B	12005B	R/B	D	IRAN
LARES	2012006A	12006A	PAY	+	IT
ALMASAT-1	2012006B	12006B	PAY	D	IT
E-ST@R	2012006C	12006C	PAY	D	IT
GOLIAT	2012006D	12006D	PAY	D	ROM
MASAT 1 (MO-72)	2012006E	12006E	PAY	D	HUN
XATCOBEO	2012006F	12006F	PAY	D	SPN
PW-SAT	2012006G	12006G	PAY	D	POL
ROBUSTA	2012006H	12006H	PAY	D	FR
UNICUBESAT GG	2012006J	12006J	PAY	D	IT
AVUM R/B	2012006K	12006K	R/B	D	FR
SES-4	2012007A	12007A	PAY	+	SES
BREEZE-M R/B	2012007B	12007B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2012007C	12007C	DEB	NA	CIS
ISS DEB [MOI COVER]	1998067CL	98067CL	DEB	D	ISS
BEIDOU 11	2012008A	12008A	PAY	+	PRC
CZ-3C R/B	2012008B	12008B	R/B	D	PRC
MUOS-1	2012009A	12009A	PAY	+	US
ATLAS 5 CENTAUR R/B	2012009B	12009B	R/B	NA	US
CZ-3C DEB [VEB]	2012008C	12008C	DEB	NA	PRC
ATV-3 (EDOARDO AMALDI)	2012010A	12010A	PAY	D	ESA
ARIANE 5 R/B	2012010B	12010B	R/B	D	FR
INTELSAT 22 (IS-22)	2012011A	12011A	PAY	+	ITSO
BREEZE-M R/B	2012011B	12011B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2012011C	12011C	DEB	NA	CIS
COSMOS 2479	2012012A	12012A	PAY	-	CIS
SL-12 R/B(1)	2012012B	12012B	R/B	D	CIS
SL-12 PLAT	2012012C	12012C	DEB	D	CIS
SL-12 R/B(2)	2012012D	12012D	R/B	NA	CIS
SL-12 R/B(AUX MOTOR)	2012012E	12012E	R/B	D	CIS
SL-12 R/B(AUX MOTOR)	2012012F	12012F	R/B	D	CIS
APSTAR 7	2012013A	12013A	PAY	+	PRC
CZ-3B R/B	2012013B	12013B	R/B	D	PRC
USA 234	2012014A	12014A	PAY	+	US
FENGYUN 1C DEB	1999025EPF	99025EPF	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPG	99025EPG	DEB	D	PRC
FENGYUN 1C DEB	1999025EPH	99025EPH	DEB	D	PRC
FENGYUN 1C DEB	1999025EPJ	99025EPJ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPK	99025EPK	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPL	99025EPL	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPM	99025EPM	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPN	99025EPN	DEB	D	PRC
FENGYUN 1C DEB	1999025EPP	99025EPP	DEB	D	PRC
FENGYUN 1C DEB	1999025EPQ	99025EPQ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPR	99025EPR	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPS	99025EPS	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPT	99025EPT	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPU	99025EPU	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPV	99025EPV	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPW	99025EPW	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPX	99025EPX	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPY	99025EPY	DEB	NA	PRC
FENGYUN 1C DEB	1999025EPZ	99025EPZ	DEB	D	PRC
FENGYUN 1C DEB	1999025EQA	99025EQA	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQB	99025EQB	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQC	99025EQC	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQD	99025EQD	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQE	99025EQE	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQF	99025EQF	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQG	99025EQG	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQH	99025EQH	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQJ	99025EQJ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQK	99025EQK	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQL	99025EQL	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQM	99025EQM	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQN	99025EQN	DEB	D	PRC
FENGYUN 1C DEB	1999025EQP	99025EQP	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQQ	99025EQQ	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQR	99025EQR	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQS	99025EQS	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQT	99025EQT	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQU	99025EQU	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQV	99025EQV	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQW	99025EQW	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQX	99025EQX	DEB	NA	PRC
FENGYUN 1C DEB	1999025EQY	99025EQY	DEB	D	PRC
FENGYUN 1C DEB	1999025EQZ	99025EQZ	DEB	D	PRC
FENGYUN 1C DEB	1999025ERA	99025ERA	DEB	D	PRC
FENGYUN 1C DEB	1999025ERB	99025ERB	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERC	99025ERC	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERD	99025ERD	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERE	99025ERE	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERF	99025ERF	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERG	99025ERG	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERH	99025ERH	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERJ	99025ERJ	DEB	D	PRC
FENGYUN 1C DEB	1999025ERK	99025ERK	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERL	99025ERL	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERM	99025ERM	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERN	99025ERN	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERP	99025ERP	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERQ	99025ERQ	DEB	D	PRC
FENGYUN 1C DEB	1999025ERR	99025ERR	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERS	99025ERS	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERT	99025ERT	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERU	99025ERU	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERV	99025ERV	DEB	NA	PRC
FENGYUN 1C DEB	1999025ERW	99025ERW	DEB	NA	PRC
YAOGAN 11 DEB	2010047D	10047D	DEB	NA	PRC
YAOGAN 11 DEB	2010047E	10047E	DEB	NA	PRC
CZ-2D DEB	2011068D	11068D	DEB	NA	PRC
CZ-2D DEB	2011068E	11068E	DEB	NA	PRC
CZ-2D DEB	2011068F	11068F	DEB	NA	PRC
CZ-2D DEB	2011068G	11068G	DEB	NA	PRC
CZ-2D DEB	2011068H	11068H	DEB	NA	PRC
NIMBUS 2 DEB	1966040AZ	66040AZ	DEB	NA	US
NIMBUS 2 DEB	1966040BA	66040BA	DEB	NA	US
NIMBUS 2 DEB	1966040BB	66040BB	DEB	NA	US
CZ-4B DEB	2010051E	10051E	DEB	NA	PRC
CZ-4B DEB	2010051F	10051F	DEB	D	PRC
CZ-4B DEB	2010051G	10051G	DEB	D	PRC
BREEZE-M DEB	2011069D	11069D	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSC	93036BSC	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSD	93036BSD	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSE	93036BSE	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSF	93036BSF	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSG	93036BSG	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSH	93036BSH	DEB	D	CIS
COSMOS 2251 DEB	1993036BSJ	93036BSJ	DEB	D	CIS
COSMOS 2251 DEB	1993036BSK	93036BSK	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSL	93036BSL	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSM	93036BSM	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSN	93036BSN	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSP	93036BSP	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSQ	93036BSQ	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSR	93036BSR	DEB	D	CIS
COSMOS 2251 DEB	1993036BSS	93036BSS	DEB	D	CIS
COSMOS 2251 DEB	1993036BST	93036BST	DEB	D	CIS
COSMOS 2251 DEB	1993036BSU	93036BSU	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSV	93036BSV	DEB	D	CIS
COSMOS 2251 DEB	1993036BSW	93036BSW	DEB	D	CIS
COSMOS 2251 DEB	1993036BSX	93036BSX	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSY	93036BSY	DEB	NA	CIS
COSMOS 2251 DEB	1993036BSZ	93036BSZ	DEB	D	CIS
COSMOS 2251 DEB	1993036BTA	93036BTA	DEB	NA	CIS
COSMOS 2251 DEB	1993036BTB	93036BTB	DEB	D	CIS
COSMOS 2251 DEB	1993036BTC	93036BTC	DEB	NA	CIS
COSMOS 2251 DEB	1993036BTD	93036BTD	DEB	NA	CIS
COSMOS 2251 DEB	1993036BTE	93036BTE	DEB	NA	CIS
COSMOS 2251 DEB	1993036BTF	93036BTF	DEB	NA	CIS
COSMOS 2251 DEB	1993036BTG	93036BTG	DEB	NA	CIS
COSMOS 2251 DEB	1993036BTH	93036BTH	DEB	D	CIS
COSMOS 2251 DEB	1993036BTJ	93036BTJ	DEB	D	CIS
COSMOS 2251 DEB	1993036BTK	93036BTK	DEB	NA	CIS
COSMOS 2251 DEB	1993036BTL	93036BTL	DEB	NA	CIS
COSMOS 2251 DEB	1993036BTM	93036BTM	DEB	NA	CIS
PROGRESS-M 15M	2012015A	12015A	PAY	D	CIS
SL-4 R/B	2012015B	12015B	R/B	D	CIS
IRIDIUM 33 DEB	1997051YY	97051YY	DEB	NA	US
IRIDIUM 33 DEB	1997051YZ	97051YZ	DEB	NA	US
IRIDIUM 33 DEB	1997051ZA	97051ZA	DEB	NA	US
IRIDIUM 33 DEB	1997051ZB	97051ZB	DEB	NA	US
IRIDIUM 33 DEB	1997051ZC	97051ZC	DEB	NA	US
IRIDIUM 33 DEB	1997051ZD	97051ZD	DEB	NA	US
IRIDIUM 33 DEB	1997051ZE	97051ZE	DEB	D	US
IRIDIUM 33 DEB	1997051ZF	97051ZF	DEB	NA	US
IRIDIUM 33 DEB	1997051ZG	97051ZG	DEB	NA	US
IRIDIUM 33 DEB	1997051ZH	97051ZH	DEB	NA	US
IRIDIUM 33 DEB	1997051ZJ	97051ZJ	DEB	NA	US
IRIDIUM 33 DEB	1997051ZK	97051ZK	DEB	NA	US
IRIDIUM 33 DEB	1997051ZL	97051ZL	DEB	NA	US
IRIDIUM 33 DEB	1997051ZM	97051ZM	DEB	NA	US
IRIDIUM 33 DEB	1997051ZN	97051ZN	DEB	D	US
IRIDIUM 33 DEB	1997051ZP	97051ZP	DEB	D	US
IRIDIUM 33 DEB	1997051ZQ	97051ZQ	DEB	D	US
IRIDIUM 33 DEB	1997051ZR	97051ZR	DEB	NA	US
IRIDIUM 33 DEB	1997051ZS	97051ZS	DEB	D	US
IRIDIUM 33 DEB	1997051ZT	97051ZT	DEB	NA	US
IRIDIUM 33 DEB	1997051ZU	97051ZU	DEB	NA	US
YAHSAT 1B	2012016A	12016A	PAY	+	UAE
BREEZE-M DEB [TANK]	2012016B	12016B	DEB	NA	CIS
BREEZE-M R/B	2012016C	12016C	R/B	NA	CIS
RISAT-1	2012017A	12017A	PAY	-	IND
PSLV R/B	2012017B	12017B	R/B	D	IND
BEIDOU 12	2012018A	12018A	PAY	+	PRC
BEIDOU 13	2012018B	12018B	PAY	+	PRC
CZ-3B DEB	2012018C	12018C	DEB	D	PRC
CZ-3B R/B	2012018D	12018D	R/B	D	PRC
AEHF-2 (USA 235)	2012019A	12019A	PAY	+	US
ATLAS 5 CENTAUR R/B	2012019B	12019B	R/B	D	US
TIANHUI 1-02	2012020A	12020A	PAY	+	PRC
YAOGAN 14	2012021A	12021A	PAY	+	PRC
TIANTUO 1	2012021B	12021B	PAY	D	PRC
CZ-4B R/B	2012021C	12021C	R/B	D	PRC
CZ-4B DEB	2012021D	12021D	DEB	D	PRC
CZ-4B DEB	2012021E	12021E	DEB	D	PRC
YAOGAN 2 DEB	2007019B	07019B	DEB	NA	PRC
YAOGAN 2 DEB	2007019C	07019C	DEB	NA	PRC
YAOGAN 4 DEB	2008061C	08061C	DEB	NA	PRC
YAOGAN 7 DEB	2009069B	09069B	DEB	NA	PRC
YAOGAN 7 DEB	2009069C	09069C	DEB	NA	PRC
TIANHUI 1 DEB	2010040B	10040B	DEB	D	PRC
TIANHUI 1 DEB	2010040C	10040C	DEB	D	PRC
TIANHUI 1-02 DEB	2012020B	12020B	DEB	NA	PRC
TIANHUI 1-02 DEB	2012020C	12020C	DEB	NA	PRC
METEOR 2-5 DEB	1979095BR	79095BR	DEB	NA	CIS
METEOR 2-5 DEB	1979095BS	79095BS	DEB	NA	CIS
METEOR 2-5 DEB	1979095BT	79095BT	DEB	NA	CIS
METEOR 2-5 DEB	1979095BU	79095BU	DEB	NA	CIS
METEOR 2-5 DEB	1979095BV	79095BV	DEB	NA	CIS
METEOR 2-5 DEB	1979095BW	79095BW	DEB	NA	CIS
METEOR 2-5 DEB	1979095BX	79095BX	DEB	NA	CIS
METEOR 2-5 DEB	1979095BY	79095BY	DEB	NA	CIS
METEOR 2-5 DEB	1979095BZ	79095BZ	DEB	NA	CIS
METEOR 2-5 DEB	1979095CA	79095CA	DEB	NA	CIS
METEOR 2-17 DEB	1988005AJ	88005AJ	DEB	NA	CIS
METEOR 2-17 DEB	1988005AK	88005AK	DEB	NA	CIS
METEOR 2-17 DEB	1988005AL	88005AL	DEB	NA	CIS
METEOR 2-17 DEB	1988005AM	88005AM	DEB	NA	CIS
METEOR 2-17 DEB	1988005AN	88005AN	DEB	NA	CIS
METEOR 2-17 DEB	1988005AP	88005AP	DEB	NA	CIS
METEOR 2-17 DEB	1988005AQ	88005AQ	DEB	NA	CIS
METEOR 2-7 DEB	1981043W	81043W	DEB	NA	CIS
METEOR 2-8 DEB	1982025BF	82025BF	DEB	NA	CIS
METEOR 2-9 DEB	1982116J	82116J	DEB	NA	CIS
SOYUZ-TMA 04M	2012022A	12022A	PAY	D	CIS
SL-4 R/B	2012022B	12022B	R/B	D	CIS
CZ-4C DEB	2010059C	10059C	DEB	NA	PRC
CZ-4C DEB	2010059D	10059D	DEB	NA	PRC
CZ-4C DEB	2010059E	10059E	DEB	NA	PRC
CZ-4C DEB	2010059F	10059F	DEB	NA	PRC
CZ-4C DEB	2010059G	10059G	DEB	NA	PRC
CZ-2D DEB	2010027C	10027C	DEB	NA	PRC
CZ-2D DEB	2010027D	10027D	DEB	NA	PRC
CZ-2D DEB	2010027E	10027E	DEB	NA	PRC
CZ-2D DEB	2010027F	10027F	DEB	NA	PRC
CZ-2D DEB	2010027G	10027G	DEB	NA	PRC
YAOGAN 9B DEB	2010009G	10009G	DEB	NA	PRC
CZ-4C DEB	2010009H	10009H	DEB	NA	PRC
CZ-4C DEB	2010009J	10009J	DEB	NA	PRC
CZ-4B DEB	2011066D	11066D	DEB	D	PRC
CZ-4B DEB	2011066E	11066E	DEB	D	PRC
CZ-4B DEB	2011066F	11066F	DEB	D	PRC
CZ-4B DEB	2011079C	11079C	DEB	NA	PRC
CZ-4B DEB	2011079D	11079D	DEB	NA	PRC
CZ-4B DEB	2011079E	11079E	DEB	NA	PRC
CZ-4B DEB	2011079F	11079F	DEB	NA	PRC
CZ-4B DEB	2011043C	11043C	DEB	NA	PRC
CZ-4B DEB	2011043D	11043D	DEB	NA	PRC
CZ-4B DEB	2011043E	11043E	DEB	NA	PRC
CZ-4B DEB	2011043F	11043F	DEB	NA	PRC
CZ-4B DEB	2012001D	12001D	DEB	D	PRC
CZ-4B DEB	2012001E	12001E	DEB	NA	PRC
CZ-4B DEB	2012001F	12001F	DEB	D	PRC
CZ-4B DEB	2012001G	12001G	DEB	D	PRC
CZ-4B DEB	2008064G	08064G	DEB	D	PRC
CZ-4B DEB	2008064H	08064H	DEB	D	PRC
CZ-2D DEB	2008056J	08056J	DEB	NA	PRC
CZ-2D DEB	2008056K	08056K	DEB	NA	PRC
CZ-4C DEB	2009072D	09072D	DEB	NA	PRC
CZ-4B DEB	2010051H	10051H	DEB	NA	PRC
CZ-2D DEB	2011068J	11068J	DEB	NA	PRC
PSLV DEB	2001049QP	01049QP	DEB	D	IND
DMSP 5D-2 F11 DEB	1991082CS	91082CS	DEB	NA	US
METEOR 2-17 DEB	1988005AR	88005AR	DEB	NA	CIS
JCSAT-13	2012023A	12023A	PAY	+	JPN
VINASAT-2	2012023B	12023B	PAY	+	VTNM
ARIANE 5 R/B	2012023C	12023C	R/B	NA	FR
ARIANE 5 DEB [SYLDA]	2012023D	12023D	DEB	NA	FR
COSMOS 2480	2012024A	12024A	PAY	D	CIS
SL-4 R/B	2012024B	12024B	R/B	D	CIS
GCOM-W1 (SHIZUKU)	2012025A	12025A	PAY	+	JPN
ARIRANG-3 (KOMPSAT-3)	2012025B	12025B	PAY	+	SKOR
SDS-4	2012025C	12025C	PAY	+	JPN
HORYU-2	2012025D	12025D	PAY	-	JPN
H-2A R/B	2012025E	12025E	R/B	NA	JPN
NIMIQ 6	2012026A	12026A	PAY	+	CA
BREEZE-M R/B	2012026B	12026B	R/B	NA	CIS
BREEZE-M DEB [TANK]	2012026C	12026C	DEB	NA	CIS
H-2A DEB	2012025F	12025F	DEB	NA	JPN
H-2A DEB	2012025G	12025G	DEB	NA	JPN
H-2A DEB	2012025H	12025H	DEB	NA	JPN
DRAGON C2+	2012027A	12027A	PAY	D	US
FALCON 9 R/B	2012027B	12027B	R/B	D	US
DRAGON C2+ DEB	2012027C	12027C	DEB	D	US
DRAGON C2+ DEB	2012027D	12027D	DEB	D	US
CHINASAT 2A (ZX 2A)	2012028A	12028A	PAY	+	PRC
CZ-3B R/B	2012028B	12028B	R/B	NA	PRC
YAOGAN 15	2012029A	12029A	PAY	+	PRC
CZ-4C R/B	2012029B	12029B	R/B	NA	PRC
INTELSAT 19 (IS-19)	2012030A	12030A	PAY	+	ITSO
BLOCK DM-SL R/B	2012030B	12030B	R/B	NA	SEAL
NUSTAR	2012031A	12031A	PAY	+	US
PEGASUS R/B	2012031B	12031B	R/B	NA	US
OPS 4682 DEB	1965027BM	65027BM	DEB	NA	US
OPS 4682 DEB	1965027BN	65027BN	DEB	NA	US
OPS 4682 DEB	1965027BP	65027BP	DEB	NA	US
OPS 4682 DEB	1965027BQ	65027BQ	DEB	NA	US
OPS 4682 DEB	1965027BR	65027BR	DEB	NA	US
OPS 4682 DEB	1965027BS	65027BS	DEB	NA	US
OPS 4682 DEB	1965027BT	65027BT	DEB	NA	US
OPS 4682 DEB	1965027BU	65027BU	DEB	NA	US
OPS 4682 DEB	1965027BV	65027BV	DEB	NA	US
OPS 4682 DEB	1965027BW	65027BW	DEB	NA	US
OPS 4682 DEB	1965027BX	65027BX	DEB	NA	US
OPS 4682 DEB	1965027BY	65027BY	DEB	NA	US
OPS 4682 DEB	1965027BZ	65027BZ	DEB	NA	US
OPS 4682 DEB	1965027CA	65027CA	DEB	NA	US
OPS 4682 DEB	1965027CB	65027CB	DEB	NA	US
OPS 4682 DEB	1965027CC	65027CC	DEB	NA	US
OPS 4682 DEB	1965027CD	65027CD	DEB	NA	US
OPS 4682 DEB	1965027CE	65027CE	DEB	NA	US
OPS 4682 DEB	1965027CF	65027CF	DEB	NA	US
OPS 4682 DEB	1965027CG	65027CG	DEB	NA	US
OPS 4682 DEB	1965027CH	65027CH	DEB	NA	US
OPS 4682 DEB	1965027CJ	65027CJ	DEB	NA	US
OPS 4682 DEB	1965027CK	65027CK	DEB	NA	US
OPS 4682 DEB	1965027CL	65027CL	DEB	NA	US
OPS 4682 DEB	1965027CM	65027CM	DEB	NA	US
OPS 4682 DEB	1965027CN	65027CN	DEB	NA	US
OPS 4682 DEB	1965027CP	65027CP	DEB	NA	US
OPS 4682 DEB	1965027CQ	65027CQ	DEB	NA	US
OPS 4682 DEB	1965027CR	65027CR	DEB	NA	US
OPS 4682 DEB	1965027CS	65027CS	DEB	NA	US
OPS 4682 DEB	1965027CT	65027CT	DEB	NA	US
OPS 4682 DEB	1965027CU	65027CU	DEB	NA	US
OPS 4682 DEB	1965027CV	65027CV	DEB	NA	US
OPS 4682 DEB	1965027CW	65027CW	DEB	NA	US
OPS 4682 DEB	1965027CX	65027CX	DEB	NA	US
OPS 4682 DEB	1965027CY	65027CY	DEB	NA	US
OPS 4682 DEB	1965027CZ	65027CZ	DEB	NA	US
OPS 4682 DEB	1965027DA	65027DA	DEB	NA	US
OPS 4682 DEB	1965027DB	65027DB	DEB	NA	US
OPS 4682 DEB	1965027DC	65027DC	DEB	NA	US
OPS 4682 DEB	1965027DD	65027DD	DEB	NA	US
OPS 4682 DEB	1965027DE	65027DE	DEB	NA	US
OPS 4682 DEB	1965027DF	65027DF	DEB	NA	US
OPS 4682 DEB	1965027DG	65027DG	DEB	NA	US
OPS 4682 DEB	1965027DH	65027DH	DEB	NA	US
OPS 4682 DEB	1965027DJ	65027DJ	DEB	NA	US
OPS 4682 DEB	1965027DK	65027DK	DEB	NA	US
OPS 4682 DEB	1965027DL	65027DL	DEB	NA	US
OPS 4682 DEB	1965027DM	65027DM	DEB	NA	US
OPS 4682 DEB	1965027DN	65027DN	DEB	NA	US
OPS 4682 DEB	1965027DP	65027DP	DEB	NA	US
OPS 4682 DEB	1965027DQ	65027DQ	DEB	NA	US
OPS 4682 DEB	1965027DR	65027DR	DEB	NA	US
OPS 4682 DEB	1965027DS	65027DS	DEB	NA	US
OPS 4682 DEB	1965027DT	65027DT	DEB	NA	US
OPS 4682 DEB	1965027DU	65027DU	DEB	NA	US
OPS 4682 DEB	1965027DV	65027DV	DEB	NA	US
OPS 4682 DEB	1965027DW	65027DW	DEB	NA	US
OPS 4682 DEB	1965027DX	65027DX	DEB	NA	US
OPS 4682 DEB	1965027DY	65027DY	DEB	NA	US
OPS 4682 DEB	1965027DZ	65027DZ	DEB	NA	US
OPS 4682 DEB	1965027EA	65027EA	DEB	NA	US
OPS 4682 DEB	1965027EB	65027EB	DEB	NA	US
OPS 4682 DEB	1965027EC	65027EC	DEB	NA	US
OPS 4682 DEB	1965027ED	65027ED	DEB	NA	US
OPS 4682 DEB	1965027EE	65027EE	DEB	NA	US
OPS 4682 DEB	1965027EF	65027EF	DEB	NA	US
OPS 4682 DEB	1965027EG	65027EG	DEB	NA	US
OPS 4682 DEB	1965027EH	65027EH	DEB	NA	US
OPS 4682 DEB	1965027EJ	65027EJ	DEB	NA	US
OPS 4682 DEB	1965027EK	65027EK	DEB	NA	US
